OrderID,Date,Product,Category,Quantity,Price,Region,Revenue
1139,2023-10-25,Laptop,Electronics,7,206,North,1442
1140,2023-09-16,Notebook,Books,7,35,East,245
1141,2023-06-14,Book,Books,3,49,South,147
1142,2023-10-12,Notebook,Books,3,34,South,102
1143,2023-09-01,Phone,Electronics,3,708,South,2124
1144,2023-07-06,Phone,Electronics,1,303,North,303
1145,2023-08-22,T-shirt,Apparel,2,613,East,1226
1146,2023-06-04,Notebook,Books,4,11,East,44
1147,2023-12-03,Phone,Electronics,6,643,South,3858
1148,2023-07-25,Phone,Electronics,3,355,East,1065
1149,2023-05-31,Shirt,Apparel,3,350,West,1050
1150,2023-03-11,Pen,Books,7,37,East,259
1151,2023-05-05,Shirt,Apparel,10,62,West,620
1152,2023-06-12,Phone,Electronics,4,381,South,1524
1153,2023-02-05,T-shirt,Apparel,6,278,East,1668
1154,2023-05-27,T-shirt,Apparel,3,414,East,1242
1155,2023-07-13,Notebook,Books,9,28,South,252
1156,2023-11-14,Phone,Electronics,4,554,West,2216
1157,2023-01-07,Laptop,Electronics,6,773,West,4638
1158,2023-12-30,Book,Books,1,36,West,36
1159,2023-01-02,Notebook,Books,2,49,West,98
1160,2023-04-15,Laptop,Electronics,3,74,East,222
1161,2023-05-29,Book,Books,8,48,West,384
1162,2023-04-23,Headphones,Electronics,7,112,West,784
1163,2023-06-15,Notebook,Books,6,13,South,78
1164,2023-12-30,Headphones,Electronics,3,452,West,1356
1165,2023-07-01,T-shirt,Apparel,7,299,North,2093
1166,2023-07-30,Phone,Electronics,2,308,West,616
1167,2023-07-21,Book,Books,5,48,West,240
1168,2023-04-21,Jeans,Apparel,6,569,West,3414
1169,2023-04-06,Headphones,Electronics,5,429,North,2145
1170,2023-01-18,Jeans,Apparel,5,351,North,1755
1171,2023-09-25,Shirt,Apparel,3,544,East,1632
1172,2023-12-30,Laptop,Electronics,7,670,South,4690
1173,2023-09-27,Headphones,Electronics,2,243,East,486
1174,2023-09-04,Jeans,Apparel,10,413,North,4130
1175,2023-01-09,T-shirt,Apparel,8,676,South,5408
1176,2023-09-03,T-shirt,Apparel,10,433,West,4330
1177,2023-02-23,Book,Books,6,49,East,294
1178,2023-03-22,Book,Books,5,18,West,90
1179,2023-05-10,Jeans,Apparel,10,189,West,1890
1180,2023-04-01,Book,Books,8,50,East,400
1181,2023-12-16,Phone,Electronics,2,455,East,910
1182,2023-09-15,Jeans,Apparel,2,45,West,90
1183,2023-05-02,Book,Books,8,30,North,240
1184,2023-08-02,Laptop,Electronics,8,299,North,2392
1185,2023-11-13,Book,Books,3,30,West,90
1186,2023-02-26,Jeans,Apparel,10,273,South,2730
1187,2023-02-20,Pen,Books,5,18,North,90
1188,2023-07-02,Shirt,Apparel,3,467,East,1401
1189,2023-03-28,Shirt,Apparel,2,393,West,786
1190,2023-06-10,Headphones,Electronics,7,420,North,2940
1191,2023-01-13,Book,Books,8,12,North,96
1192,2023-06-26,T-shirt,Apparel,4,95,North,380
1193,2023-03-31,Shirt,Apparel,6,10,North,60
1194,2023-07-12,Headphones,Electronics,5,547,West,2735
1195,2023-07-13,Phone,Electronics,7,145,South,1015
1196,2023-04-07,Shirt,Apparel,5,15,West,75
1197,2023-07-25,Notebook,Books,5,38,South,190
1198,2023-04-01,T-shirt,Apparel,7,682,South,4774
1199,2023-07-06,Jeans,Apparel,3,258,West,774
1200,2023-02-25,Phone,Electronics,9,476,West,4284
1201,2023-03-06,Shirt,Apparel,4,308,South,1232
1202,2023-12-16,Laptop,Electronics,5,445,East,2225
1203,2023-03-27,Phone,Electronics,10,199,South,1990
1204,2023-03-03,Pen,Books,2,25,East,50
1205,2023-05-06,Book,Books,9,24,East,216
1206,2023-11-30,Headphones,Electronics,9,237,East,2133
1207,2023-12-14,Notebook,Books,10,39,East,390
1208,2023-05-01,Pen,Books,9,22,South,198
1209,2023-11-22,Jeans,Apparel,5,154,East,770
1210,2023-04-27,Phone,Electronics,2,551,East,1102
1211,2023-08-31,Pen,Books,3,14,North,42
1212,2023-01-21,T-shirt,Apparel,7,489,South,3423
1213,2023-10-27,T-shirt,Apparel,4,176,South,704
1214,2023-05-19,Book,Books,6,5,South,30
1215,2023-11-06,Pen,Books,2,26,West,52
1216,2023-05-01,Notebook,Books,8,12,West,96
1217,2023-05-22,Book,Books,5,16,North,80
1218,2023-07-12,Pen,Books,3,5,East,15
1219,2023-03-26,Notebook,Books,6,45,East,270
1220,2023-01-20,Book,Books,7,17,North,119
1221,2023-01-22,T-shirt,Apparel,7,612,South,4284
1222,2023-03-25,Headphones,Electronics,1,41,East,41
1223,2023-05-19,Headphones,Electronics,5,352,East,1760
1224,2023-10-23,Notebook,Books,8,14,West,112
1225,2023-11-22,Shirt,Apparel,9,429,West,3861
1226,2023-04-09,Notebook,Books,9,14,West,126
1227,2023-05-31,Notebook,Books,6,13,East,78
1228,2023-01-17,Headphones,Electronics,5,559,West,2795
1229,2023-12-29,Book,Books,4,24,West,96
1230,2023-11-04,Headphones,Electronics,1,244,South,244
1231,2023-10-15,T-shirt,Apparel,6,402,North,2412
1232,2023-12-23,Shirt,Apparel,4,671,West,2684
1233,2023-08-25,Pen,Books,5,49,North,245
1234,2023-03-08,Shirt,Apparel,8,570,West,4560
1235,2023-09-12,T-shirt,Apparel,5,243,East,1215
1236,2023-03-20,T-shirt,Apparel,5,568,East,2840
1237,2023-09-09,Headphones,Electronics,1,406,West,406
1238,2023-02-19,Phone,Electronics,3,449,East,1347
1239,2023-03-05,Notebook,Books,4,48,East,192
1240,2023-12-07,Laptop,Electronics,10,118,West,1180
1241,2023-07-18,Book,Books,5,47,South,235
1242,2023-03-06,Phone,Electronics,7,319,North,2233
1243,2023-08-27,Pen,Books,2,7,North,14
1244,2023-09-30,Jeans,Apparel,10,783,South,7830
1245,2023-05-24,Book,Books,6,13,East,78
1246,2023-06-30,Jeans,Apparel,5,256,West,1280
1247,2023-09-13,Pen,Books,3,25,North,75
1248,2023-02-27,Book,Books,6,40,North,240
1249,2023-10-02,Headphones,Electronics,1,92,South,92
1250,2023-08-22,Notebook,Books,5,19,West,95
1251,2023-07-27,Pen,Books,10,47,East,470
1252,2023-10-30,Pen,Books,6,48,North,288
1253,2023-09-29,Phone,Electronics,7,585,South,4095
1254,2023-09-08,Jeans,Apparel,9,630,South,5670
1255,2023-05-14,Phone,Electronics,2,739,East,1478
1256,2023-08-17,Shirt,Apparel,3,208,North,624
1257,2023-03-07,Notebook,Books,2,34,East,68
1258,2023-03-04,Shirt,Apparel,5,55,South,275
1259,2023-02-11,Laptop,Electronics,10,193,North,1930
1260,2023-08-09,Phone,Electronics,7,242,South,1694
1261,2023-08-17,Jeans,Apparel,5,396,South,1980
1262,2023-02-04,Laptop,Electronics,9,510,North,4590
1263,2023-05-25,Jeans,Apparel,5,482,West,2410
1264,2023-08-11,T-shirt,Apparel,7,585,South,4095
1265,2023-09-02,Book,Books,5,38,North,190
1266,2023-12-14,Shirt,Apparel,1,27,East,27
1267,2023-02-03,Laptop,Electronics,10,708,North,7080
1268,2023-06-13,Book,Books,6,47,North,282
1269,2023-05-27,Laptop,Electronics,8,543,West,4344
1270,2023-10-23,Shirt,Apparel,2,663,West,1326
1271,2023-11-17,Notebook,Books,2,12,West,24
1272,2023-04-26,Phone,Electronics,2,640,West,1280
1273,2023-03-08,Shirt,Apparel,1,238,West,238
1274,2023-04-01,Laptop,Electronics,3,374,West,1122
1275,2023-06-10,Pen,Books,8,42,North,336
1276,2023-08-30,Notebook,Books,9,13,North,117
1277,2023-03-18,Pen,Books,5,19,South,95
1278,2023-05-17,Laptop,Electronics,5,482,South,2410
1279,2023-03-18,Laptop,Electronics,5,626,North,3130
1280,2023-05-21,Headphones,Electronics,2,753,South,1506
1281,2023-08-14,Jeans,Apparel,7,231,West,1617
1282,2023-06-15,Notebook,Books,5,17,North,85
1283,2023-08-03,Book,Books,8,37,West,296
1284,2023-09-17,Pen,Books,7,7,North,49
1285,2023-10-19,Notebook,Books,9,34,North,306
1286,2023-07-08,T-shirt,Apparel,8,760,North,6080
1287,2023-04-15,Phone,Electronics,9,455,East,4095
1288,2023-05-09,Phone,Electronics,9,653,South,5877
1289,2023-12-25,Phone,Electronics,7,620,South,4340
1290,2023-05-25,Pen,Books,3,35,East,105
1291,2023-11-24,Pen,Books,4,21,North,84
1292,2023-12-12,Book,Books,7,13,East,91
1293,2023-02-03,Laptop,Electronics,9,377,North,3393
1294,2023-08-19,Pen,Books,3,42,West,126
1295,2023-08-14,T-shirt,Apparel,9,120,North,1080
1296,2023-11-17,Shirt,Apparel,6,685,East,4110
1297,2023-10-31,Phone,Electronics,7,288,West,2016
1298,2023-12-11,Pen,Books,8,5,East,40
1299,2023-02-05,Notebook,Books,4,44,South,176
1300,2023-06-12,T-shirt,Apparel,1,708,North,708
1301,2023-01-05,T-shirt,Apparel,7,717,South,5019
1302,2023-04-05,Jeans,Apparel,3,153,South,459
1303,2023-12-05,Book,Books,3,38,North,114
1304,2023-11-16,Book,Books,9,11,North,99
1305,2023-06-14,Phone,Electronics,5,79,East,395
1306,2023-07-30,Book,Books,8,13,East,104
1307,2023-09-16,Pen,Books,10,21,East,210
1308,2023-07-05,Notebook,Books,4,29,East,116
1309,2023-09-23,Notebook,Books,10,18,East,180
1310,2023-05-15,Pen,Books,5,48,West,240
1311,2023-03-08,Headphones,Electronics,10,696,South,6960
1312,2023-10-22,Pen,Books,7,12,East,84
1313,2023-03-07,Phone,Electronics,1,36,West,36
1314,2023-04-23,Pen,Books,2,13,West,26
1315,2023-07-06,Headphones,Electronics,10,534,South,5340
1316,2023-05-15,Shirt,Apparel,5,536,South,2680
1317,2023-07-13,Pen,Books,7,50,North,350
1318,2023-10-13,Shirt,Apparel,1,271,North,271
1319,2023-04-29,Headphones,Electronics,2,12,East,24
1320,2023-07-09,Jeans,Apparel,1,537,North,537
1321,2023-04-25,Jeans,Apparel,10,458,East,4580
1322,2023-03-09,Notebook,Books,5,10,North,50
1323,2023-10-30,Book,Books,7,12,South,84
1324,2023-11-22,Laptop,Electronics,5,564,East,2820
1325,2023-04-04,Phone,Electronics,4,565,North,2260
1326,2023-01-05,Shirt,Apparel,6,523,West,3138
1327,2023-10-17,Headphones,Electronics,4,360,West,1440
1328,2023-07-22,Book,Books,5,28,West,140
1329,2023-05-16,Notebook,Books,5,23,North,115
1330,2023-10-01,Laptop,Electronics,8,150,East,1200
1331,2023-09-07,Headphones,Electronics,6,373,East,2238
1332,2023-02-18,T-shirt,Apparel,4,495,North,1980
1333,2023-05-27,T-shirt,Apparel,9,394,West,3546
1334,2023-12-22,Notebook,Books,3,29,East,87
1335,2023-11-10,Headphones,Electronics,10,328,West,3280
1336,2023-07-17,T-shirt,Apparel,1,325,West,325
1337,2023-09-09,Notebook,Books,10,20,North,200
1338,2023-03-21,Jeans,Apparel,5,418,East,2090
1339,2023-07-03,Headphones,Electronics,9,573,North,5157
1340,2023-08-29,Shirt,Apparel,7,353,South,2471
1341,2023-09-13,Book,Books,1,5,West,5
1342,2023-07-31,Phone,Electronics,4,660,West,2640
1343,2023-09-06,Headphones,Electronics,8,547,North,4376
1344,2023-03-06,Book,Books,3,27,West,81
1345,2023-08-30,Pen,Books,8,37,East,296
1346,2023-11-15,Notebook,Books,8,50,West,400
1347,2023-03-02,Pen,Books,4,40,West,160
1348,2023-04-07,Notebook,Books,10,43,West,430
1349,2023-01-27,Book,Books,3,33,East,99
1350,2023-07-27,Shirt,Apparel,1,312,East,312
1351,2023-09-23,Notebook,Books,6,18,North,108
1352,2023-12-25,Laptop,Electronics,5,721,South,3605
1353,2023-01-22,Jeans,Apparel,8,598,South,4784
1354,2023-09-22,Notebook,Books,10,35,West,350
1355,2023-04-20,Book,Books,3,20,South,60
1356,2023-03-18,T-shirt,Apparel,1,725,East,725
1357,2023-11-04,Headphones,Electronics,3,100,North,300
1358,2023-03-07,Laptop,Electronics,2,148,West,296
1359,2023-10-25,Headphones,Electronics,7,530,North,3710
1360,2023-07-30,Jeans,Apparel,7,629,North,4403
1361,2023-07-05,Pen,Books,10,21,West,210
1362,2023-09-08,Notebook,Books,8,50,North,400
1363,2023-02-17,Shirt,Apparel,1,615,South,615
1364,2023-08-07,Shirt,Apparel,9,264,West,2376
1365,2023-06-08,Headphones,Electronics,6,556,South,3336
1366,2023-12-20,Book,Books,8,26,West,208
1367,2023-05-24,Shirt,Apparel,2,652,East,1304
1368,2023-07-26,Headphones,Electronics,3,571,West,1713
1369,2023-05-05,Phone,Electronics,9,334,North,3006
1370,2023-11-23,Shirt,Apparel,2,772,North,1544
1371,2023-05-18,Book,Books,2,12,North,24
1372,2023-10-02,Jeans,Apparel,9,740,South,6660
1373,2023-03-22,Jeans,Apparel,5,372,South,1860
1374,2023-05-18,Jeans,Apparel,2,133,West,266
1375,2023-07-25,Pen,Books,9,22,West,198
1376,2023-06-06,Laptop,Electronics,3,106,South,318
1377,2023-02-18,Book,Books,6,37,West,222
1378,2023-01-03,Pen,Books,4,45,North,180
1379,2023-03-10,Phone,Electronics,6,92,East,552
1380,2023-03-05,T-shirt,Apparel,3,168,North,504
1381,2023-12-03,Shirt,Apparel,5,720,South,3600
1382,2023-12-16,Shirt,Apparel,7,484,East,3388
1383,2023-03-26,Notebook,Books,1,6,North,6
1384,2023-11-03,Laptop,Electronics,5,477,West,2385
1385,2023-05-02,Laptop,Electronics,3,779,North,2337
1386,2023-08-28,Headphones,Electronics,4,286,East,1144
1387,2023-08-19,T-shirt,Apparel,10,398,North,3980
1388,2023-12-12,Notebook,Books,2,14,East,28
1389,2023-04-11,Jeans,Apparel,7,446,South,3122
1390,2023-08-22,Shirt,Apparel,5,97,North,485
1391,2023-06-12,Laptop,Electronics,2,404,South,808
1392,2023-09-12,Laptop,Electronics,5,151,South,755
1393,2023-04-16,Notebook,Books,4,34,West,136
1394,2023-10-29,Notebook,Books,6,30,North,180
1395,2023-12-28,Phone,Electronics,4,66,North,264
1396,2023-07-02,Laptop,Electronics,5,628,North,3140
1397,2023-03-16,Shirt,Apparel,7,517,South,3619
1398,2023-12-23,Headphones,Electronics,6,778,South,4668
1399,2023-12-31,Laptop,Electronics,1,298,East,298
1400,2023-11-02,Pen,Books,4,30,North,120
1401,2023-01-04,T-shirt,Apparel,3,38,East,114
1402,2023-12-08,Phone,Electronics,3,384,West,1152
1403,2023-08-04,Shirt,Apparel,4,523,South,2092
1404,2023-07-16,Phone,Electronics,10,284,North,2840
1405,2023-01-26,Phone,Electronics,6,570,North,3420
1406,2023-12-11,Pen,Books,1,49,East,49
1407,2023-12-17,Pen,Books,10,38,West,380
1408,2023-03-06,Notebook,Books,2,10,East,20
1409,2023-03-30,Jeans,Apparel,10,37,North,370
1410,2023-12-13,T-shirt,Apparel,8,322,West,2576
1411,2023-10-10,Book,Books,2,50,East,100
1412,2023-09-19,Shirt,Apparel,2,135,South,270
1413,2023-01-18,Notebook,Books,10,46,West,460
1414,2023-01-16,Jeans,Apparel,1,76,South,76
1415,2023-10-02,Book,Books,9,14,South,126
1416,2023-12-13,Laptop,Electronics,7,520,West,3640
1417,2023-05-04,Headphones,Electronics,8,578,North,4624
1418,2023-08-09,Phone,Electronics,10,253,East,2530
1419,2023-08-28,Laptop,Electronics,2,514,North,1028
1420,2023-03-19,T-shirt,Apparel,3,737,South,2211
1421,2023-01-07,Headphones,Electronics,10,110,West,1100
1422,2023-01-23,Phone,Electronics,9,212,South,1908
1423,2023-04-29,Pen,Books,8,12,North,96
1424,2023-09-19,Shirt,Apparel,8,573,North,4584
1425,2023-10-08,T-shirt,Apparel,10,279,North,2790
1426,2023-05-09,Pen,Books,4,20,South,80
1427,2023-01-26,Phone,Electronics,7,31,North,217
1428,2023-01-12,Phone,Electronics,2,173,West,346
1429,2023-02-12,Headphones,Electronics,9,597,West,5373
1430,2023-09-28,T-shirt,Apparel,9,598,North,5382
1431,2023-12-25,T-shirt,Apparel,2,518,South,1036
1432,2023-02-05,Pen,Books,10,17,West,170
1433,2023-10-20,Pen,Books,1,11,North,11
1434,2023-01-05,T-shirt,Apparel,3,225,North,675
1435,2023-03-19,T-shirt,Apparel,5,46,West,230
1436,2023-06-30,Phone,Electronics,4,646,West,2584
1437,2023-07-06,Headphones,Electronics,6,791,West,4746
1438,2023-06-01,Notebook,Books,2,40,North,80
1439,2023-09-01,Shirt,Apparel,10,328,East,3280
1440,2023-08-19,Phone,Electronics,3,449,West,1347
1441,2023-02-22,Book,Books,2,45,East,90
1442,2023-04-10,Pen,Books,5,11,East,55
1443,2023-04-10,Laptop,Electronics,7,626,West,4382
1444,2023-02-03,Phone,Electronics,6,327,East,1962
1445,2023-04-23,Book,Books,9,18,East,162
1446,2023-12-17,Book,Books,2,22,East,44
1447,2023-07-20,Shirt,Apparel,2,729,North,1458
1448,2023-12-23,Notebook,Books,3,45,South,135
1449,2023-06-16,Book,Books,3,44,West,132
1450,2023-01-16,Shirt,Apparel,6,707,East,4242
1451,2023-02-23,Shirt,Apparel,9,165,East,1485
1452,2023-01-02,Book,Books,9,9,West,81
1453,2023-06-02,T-shirt,Apparel,10,740,North,7400
1454,2023-10-27,Book,Books,7,5,North,35
1455,2023-06-04,Laptop,Electronics,8,207,South,1656
1456,2023-02-26,T-shirt,Apparel,9,555,North,4995
1457,2023-07-02,T-shirt,Apparel,1,314,South,314
1458,2023-01-13,Phone,Electronics,10,322,East,3220
1459,2023-12-30,Laptop,Electronics,3,493,East,1479
1460,2023-02-24,Book,Books,6,30,West,180
1461,2023-08-17,Book,Books,8,30,East,240
1462,2023-01-20,Shirt,Apparel,1,779,North,779
1463,2023-11-08,Shirt,Apparel,5,796,South,3980
1464,2023-01-31,Headphones,Electronics,3,87,South,261
1465,2023-06-25,Laptop,Electronics,5,445,West,2225
1466,2023-11-30,Jeans,Apparel,7,239,North,1673
1467,2023-02-04,Shirt,Apparel,8,516,West,4128
1468,2023-02-08,Headphones,Electronics,3,66,North,198
1469,2023-11-05,Notebook,Books,10,50,West,500
1470,2023-10-21,Notebook,Books,10,32,West,320
1471,2023-10-25,Book,Books,8,35,West,280
1472,2023-03-14,Notebook,Books,9,39,East,351
1473,2023-04-18,Headphones,Electronics,6,450,North,2700
1474,2023-03-08,Pen,Books,7,9,North,63
1475,2023-02-03,Headphones,Electronics,1,559,South,559
1476,2023-10-24,Shirt,Apparel,6,742,North,4452
1477,2023-04-04,Notebook,Books,4,23,West,92
1478,2023-12-07,Pen,Books,10,44,West,440
1479,2023-05-27,Shirt,Apparel,9,739,East,6651
1480,2023-05-29,Pen,Books,6,27,North,162
1481,2023-11-02,Phone,Electronics,8,566,West,4528
1482,2023-10-26,Pen,Books,1,10,West,10
1483,2023-02-05,Headphones,Electronics,4,677,West,2708
1484,2023-12-30,Phone,Electronics,7,109,West,763
1485,2023-06-02,Phone,Electronics,4,149,North,596
1486,2023-01-03,Pen,Books,1,47,North,47
1487,2023-03-11,Shirt,Apparel,10,54,East,540
1488,2023-06-17,Laptop,Electronics,3,48,South,144
1489,2023-09-11,Laptop,Electronics,8,692,South,5536
1490,2023-02-25,Phone,Electronics,7,279,West,1953
1491,2023-07-22,Headphones,Electronics,8,472,West,3776
1492,2023-05-12,Phone,Electronics,3,693,West,2079
1493,2023-03-02,Book,Books,9,28,South,252
1494,2023-07-03,Pen,Books,8,18,North,144
1495,2023-05-27,Notebook,Books,3,8,West,24
1496,2023-05-22,Pen,Books,10,46,South,460
1497,2023-01-06,Laptop,Electronics,9,690,West,6210
1498,2023-12-30,Notebook,Books,5,12,West,60
1499,2023-06-04,Phone,Electronics,2,317,South,634
1500,2023-06-16,Laptop,Electronics,4,659,North,2636
